,day,price
0,1,10.31
1,2,10.31
2,3,10.31
3,4,10.31
4,5,10.31
5,6,10.31
6,7,10.31
7,8,10.31
8,9,10.31
9,10,10.31
10,11,10.31
11,12,10.31
12,13,10.31
13,14,10.31
14,15,10.31
15,16,10.31
16,17,10.31
17,18,10.31
18,19,10.31
19,20,10.31
20,21,10.31
21,22,10.31
22,23,10.31
23,24,10.31
24,25,10.31
25,26,10.31
26,27,10.31
27,28,10.31
28,29,10.31
29,30,10.31
30,31,10.31
31,32,10.31
32,33,10.31
33,34,10.31
34,35,10.31
35,36,10.31
36,37,10.31
37,38,10.31
38,39,10.31
39,40,10.31
40,41,10.31
41,42,10.31
42,43,10.31
43,44,10.31
44,45,10.31
45,46,10.31
46,47,10.31
47,48,10.31
48,49,10.31
49,50,10.31
50,51,10.31
51,52,10.31
52,53,10.31
53,54,10.31
54,55,10.31
55,56,10.31
56,57,10.31
57,58,10.31
58,59,10.31
59,60,10.31
60,61,10.31
61,62,10.31
62,63,10.31
63,64,10.31
64,65,10.31
65,66,10.31
66,67,10.31
67,68,10.31
68,69,10.31
69,70,10.31
70,71,10.31
71,72,10.31
72,73,10.31
73,74,10.31
74,75,10.31
75,76,10.31
76,77,10.31
77,78,10.31
78,79,10.31
79,80,10.31
80,81,10.31
81,82,10.31
82,83,10.31
83,84,10.31
84,85,10.31
85,86,10.31
86,87,10.31
87,88,10.31
88,89,10.31
89,90,10.31
90,91,10.31
91,92,10.31
92,93,10.31
93,94,10.31
94,95,10.31
95,96,10.31
96,97,10.31
97,98,10.31
98,99,10.31
99,100,10.31
100,101,10.31
101,102,10.31
102,103,10.31
103,104,10.31
104,105,10.31
105,106,10.31
106,107,10.31
107,108,10.31
108,109,10.31
109,110,10.31
110,111,10.31
111,112,10.31
112,113,10.31
113,114,10.31
114,115,10.31
115,116,10.31
116,117,10.31
117,118,10.31
118,119,10.31
119,120,10.31
120,121,10.31
121,122,10.31
122,123,10.31
123,124,10.31
124,125,10.31
125,126,10.31
126,127,10.31
127,128,10.31
128,129,10.31
129,130,10.31
130,131,10.31
131,132,10.31
132,133,10.31
133,134,10.31
134,135,10.31
135,136,10.31
136,137,10.31
137,138,10.31
138,139,10.31
139,140,10.31
140,141,10.31
141,142,10.31
142,143,10.31
143,144,10.31
144,145,10.31
145,146,10.31
146,147,10.31
147,148,10.31
148,149,10.31
149,150,10.31
150,151,10.31
151,152,10.31
152,153,10.31
153,154,10.31
154,155,10.31
155,156,10.31
156,157,10.31
157,158,10.31
158,159,10.31
159,160,10.31
160,161,10.31
161,162,10.31
162,163,10.31
163,164,10.31
164,165,10.31
165,166,10.31
166,167,10.31
167,168,10.31
168,169,10.31
169,170,10.31
170,171,10.31
171,172,10.31
172,173,10.31
173,174,10.31
174,175,10.31
175,176,10.31
176,177,10.31
177,178,10.31
178,179,10.31
179,180,10.31
180,181,10.31
181,182,10.31
182,183,10.31
183,184,10.31
184,185,10.31
185,186,10.31
186,187,10.31
187,188,10.31
188,189,10.31
189,190,10.31
190,191,10.31
191,192,10.31
192,193,10.31
193,194,10.31
194,195,10.31
195,196,10.31
196,197,10.31
197,198,10.31
198,199,10.31
199,200,10.31
200,201,10.31
201,202,10.31
202,203,10.31
203,204,10.31
204,205,10.31
205,206,10.31
206,207,10.31
207,208,10.31
208,209,10.31
209,210,10.31
210,211,10.31
211,212,10.31
212,213,10.31
213,214,10.31
214,215,10.31
215,216,10.31
216,217,10.31
217,218,10.31
218,219,10.31
219,220,10.31
220,221,10.31
221,222,10.31
222,223,10.31
223,224,10.31
224,225,10.31
225,226,10.31
226,227,10.31
227,228,10.31
228,229,10.31
229,230,10.31
230,231,10.31
231,232,10.31
232,233,10.31
233,234,10.31
234,235,10.31
235,236,10.31
236,237,10.31
237,238,10.31
238,239,10.31
239,240,10.31
240,241,10.31
241,242,10.31
242,243,10.31
243,244,10.31
244,245,10.31
245,246,10.31
246,247,10.31
247,248,10.31
248,249,10.31
249,250,10.31
250,251,10.31
251,252,10.31
252,253,10.31
253,254,10.31
254,255,10.31
255,256,10.31
256,257,10.31
257,258,10.31
258,259,10.31
259,260,10.31
260,261,10.31
261,262,10.31
262,263,10.31
263,264,10.31
264,265,10.31
265,266,10.31
266,267,10.31
267,268,10.31
268,269,10.31
269,270,10.31
270,271,10.31
271,272,10.31
272,273,10.31
273,274,10.31
274,275,10.31
275,276,10.31
276,277,10.31
277,278,10.31
278,279,10.31
279,280,10.31
280,281,10.31
281,282,10.31
282,283,10.31
283,284,10.31
284,285,10.31
285,286,10.31
286,287,10.31
287,288,10.31
288,289,10.31
289,290,10.31
290,291,10.31
291,292,10.31
292,293,10.31
293,294,10.31
294,295,10.31
295,296,10.31
296,297,10.31
297,298,10.31
298,299,10.31
299,300,10.31
300,301,10.31
301,302,10.31
302,303,10.31
303,304,10.31
304,305,10.31
305,306,10.31
306,307,10.31
307,308,10.31
308,309,10.31
309,310,10.31
310,311,10.31
311,312,10.31
312,313,10.31
313,314,10.31
314,315,10.31
315,316,10.31
316,317,10.31
317,318,10.31
318,319,10.31
319,320,10.31
320,321,10.31
321,322,10.31
322,323,10.31
323,324,10.31
324,325,10.31
325,326,10.31
326,327,10.31
327,328,10.31
328,329,10.31
329,330,10.31
330,331,10.31
331,332,10.31
332,333,10.31
333,334,10.31
334,335,10.31
335,336,10.31
336,337,10.31
337,338,10.31
338,339,10.31
339,340,10.31
340,341,10.31
341,342,10.31
342,343,10.31
343,344,10.31
344,345,10.31
345,346,10.31
346,347,10.31
347,348,10.31
348,349,10.31
349,350,10.31
350,351,10.31
351,352,10.31
352,353,10.31
353,354,10.31
354,355,10.31
355,356,10.31
356,357,10.31
357,358,10.31
358,359,10.31
359,360,10.31
360,361,10.31
361,362,10.31
362,363,10.31
363,364,10.31
364,365,10.31
